e, e_dot, e_int, stamp, 
1.4142135623730863, 0.0, 0.15619382381635194, 1761168776328168056, 
1.4142135623730863, 0.0, 0.2275971073703242, 1761168776428611039, 
1.4142135648512162, 1.7936507524037995e-08, 0.20717765687346656, 1761168776474664782, 
1.4142135648512162, 1.7936507524037995e-08, 0.1269292835153425, 1761168776518363596, 
1.4139558413145152, -0.0017786694148081178, 0.13009656689967444, 1761168776566662535, 
1.4117329847274676, -0.016219051562813832, 0.14077897718367163, 1761168776617973656, 
1.407005677967927, -0.040657791983649216, 0.15719526735862574, 1761168776678077569, 
1.401918611244446, -0.05994645133357618, 0.15528890838992898, 1761168776728351423, 
1.3956502335328205, -0.07692903790062271, 0.13824776978695763, 1761168776776718539, 
1.388329992193733, -0.0942521945157303, 0.13417607383351485, 1761168776824514335, 
1.3585624178278424, -0.12056209942702205, 0.2631144245138862, 1761168776967264139, 
1.330674961942086, -0.15370061715367264, 0.344097245689348, 1761168777077677960, 
1.3046140774184627, -0.17058590212039673, 0.28085157373830827, 1761168777178227098, 
1.2775991446639692, -0.1781238816125458, 0.2591881846748002, 1761168777276396788, 
1.2658385946147654, -0.18569385544073413, 0.1794336698286413, 1761168777318116329, 
1.2231640360777782, -0.1903739379736653, 0.23763091340936052, 1761168777465663608, 
1.1897305079562686, -0.19582956560715292, 0.31838409806830853, 1761168777577757966, 
1.1602437477948164, -0.19924774874281614, 0.2507794389747769, 1761168777676217540, 
1.1475837463272232, -0.2001855619597901, 0.16381254760894684, 1761168777718266756, 
1.098820496041756, -0.20131478919528867, 0.23057769285678953, 1761168777879271416, 
1.068349840129062, -0.20163402630289928, 0.2893666242283631, 1761168777980156432, 
1.0382105335542824, -0.20426015039520237, 0.21142146340344647, 1761168778077146307, 
1.0101254986527044, -0.20626795894082475, 0.1954766668624983, 1761168778168314631, 
0.9761429524695435, -0.206162970469525, 0.20227403020837517, 1761168778277783208, 
0.9451227473447881, -0.206361638433165, 0.2051685292319956, 1761168778378285101, 
0.9143915088435833, -0.20546198967099827, 0.18938901075038547, 1761168778478148411, 
0.8809521126910435, -0.2050783318282133, 0.1905616330489822, 1761168778586893718, 
0.8533191435529786, -0.20343973655756542, 0.17657598674542882, 1761168778678146677, 
0.8225517525187064, -0.20348370170493202, 0.16301108274341994, 1761168778778159694, 
0.7917971666640914, -0.20506675141500674, 0.1645164208326697, 1761168778878153019, 
0.7641395160380713, -0.20471221444208387, 0.1508038405895246, 1761168778968369373, 
0.7302640004982786, -0.20496015855585983, 0.1524828237499154, 1761168779078244146, 
0.699523674986728, -0.20531645381559835, 0.15342724991269877, 1761168779178167470, 
0.668826282184452, -0.20488496954483967, 0.13984442609968611, 1761168779278153842, 
0.641389947599652, -0.20262247559329327, 0.12807531726078797, 1761168779369349399, 
0.608004341258111, -0.2025630161075904, 0.12788206963510218, 1761168779478154934, 
0.577018570039991, -0.2055496187660364, 0.12713079233258992, 1761168779578169861, 
0.5463474653483482, -0.20551678234200418, 0.11542806968003484, 1761168779678160787, 
0.5186983585252106, -0.20449058498479103, 0.10406944131651864, 1761168779768301457, 
0.4881007419179355, -0.20421097858282114, 0.0984516564537347, 1761168779868326336, 
0.4541058947315978, -0.20505026157618478, 0.10223966887922864, 1761168779978252828, 
0.42369330602446986, -0.20455167292391127, 0.09553788605993253, 1761168780078161368, 
0.3963803761161185, -0.2026939442481904, 0.0806339516089408, 1761168780168101935, 
0.3656782809732787, -0.20340972864971452, 0.07513464271633202, 1761168780268255026, 
0.3314363941394506, -0.20602590455139091, 0.07657005693405279, 1761168780378171629, 
0.30068132687435434, -0.20636626463374388, 0.06981559734299321, 1761168780478164458, 
0.27299421262518053, -0.20511743073819375, 0.05730880334799203, 1761168780568122069, 
0.2399847401688329, -0.20265374698808128, 0.054223024039581666, 1761168780678087050, 
0.21424353012493305, -0.1857878624038859, 0.05091878161906102, 1761168780778176555, 
0.19190186979874668, -0.16019698801352603, 0.04309534772347828, 1761168780878179934, 
0.17459580898983304, -0.13840047564055807, 0.03682609511010172, 1761168780968413245, 
0.1566759885436059, -0.11816046142697723, 0.03494468946286701, 1761168781078560945, 
0.14400946787688035, -0.0966117506462863, 0.0332331503808814, 1761168781178182614, 
0.13398028628390987, -0.07581575395571495, 0.028921570551196533, 1761168781278173436, 
0.12775497590726287, -0.056428667796931536, 0.02572859157273186, 1761168781368414967, 
0.12114867719121301, -0.045143366282830354, 0.0242067426575246, 1761168781467839861, 
0.11299189967171872, -0.046780330941719454, 0.025309398784983245, 1761168781578221901, 
0.1067963395401226, -0.04615493862324683, 0.023449036288112377, 1761168781674174539, 
0.09975555879032579, -0.045628156022491095, 0.02059082577973345, 1761168781771536488, 
0.09085428866536045, -0.05079103781373515, 0.02067446787503835, 1761168781882722331, 
0.08319509839352422, -0.05490526381328436, 0.018404964110226005, 1761168781973194249, 
0.07420121346931952, -0.058204008154451835, 0.01576021229633849, 1761168782073177608, 
0.06583822270663399, -0.05785500992695588, 0.01488272793847776, 1761168782173199969, 
0.057755302314597114, -0.0524912801740545, 0.013809643600985981, 1761168782282631768, 
0.05136974513898951, -0.04686651741931935, 0.011962490844605496, 1761168782378314291, 
