e, e_dot, e_int, stamp, 
2.673757855455006, 0.0, 0.2458308934057247, 1761171399976487845, 
2.673757855455006, 0.0, 0.24751985811537422, 1761171400027130776, 
2.6736727411713592, -0.00041862468074345876, 0.3166120217118294, 1761171400094903722, 
2.6722868420545036, -0.011533120775366596, 0.2922846355534773, 1761171400136468033, 
2.669222164798216, -0.031503359900823306, 0.2449121286046217, 1761171400186571810, 
2.664716975710393, -0.05045387690397329, 0.2670161444679573, 1761171400236521221, 
2.6595186840422658, -0.06614297780042215, 0.2610602761732865, 1761171400284549537, 
2.6527227326679403, -0.08138745077029524, 0.2606467086474651, 1761171400334546068, 
2.642637837606702, -0.09892780461327326, 0.2988173839429456, 1761171400397241650, 
2.6373537485506953, -0.1128439707204965, 0.24442133661644977, 1761171400426981517, 
2.618662174459819, -0.11611113167221809, 0.3666749198259102, 1761171400536509023, 
2.6021497279545973, -0.11137322361629787, 0.5514959640540631, 1761171400637525296, 
2.5858427146344654, -0.10988179633643062, 0.5182151404985182, 1761171400735652638, 
2.5706145450736004, -0.10958024119439014, 0.49604755154752544, 1761171400829330688, 
2.552676285719365, -0.10934216320540008, 0.5193060870212215, 1761171400937739974, 
2.535611911437473, -0.1115637406839479, 0.5342050861414962, 1761171401038579364, 
2.5179339550851156, -0.1163322252221823, 0.5049873925829521, 1761171401136914038, 
2.501126847555537, -0.12148179764940133, 0.4768138104962216, 1761171401227924619, 
2.4793792696471066, -0.128157549536819, 0.49953851168977753, 1761171401336771011, 
2.458016335058273, -0.13796409865121897, 0.5173007572244179, 1761171401436555067, 
2.435527090578092, -0.1462821308602128, 0.4911480563678049, 1761171401536616341, 
2.4137338136941673, -0.15534275253652344, 0.46373757272736615, 1761171401626942358, 
2.3847025310055048, -0.16831256172514966, 0.4833084950441806, 1761171401737049409, 
2.356956831121107, -0.18056382971635979, 0.500643576727571, 1761171401836844273, 
2.3291050530571544, -0.18584961487808274, 0.47005446032819864, 1761171401936485184, 
2.3031606748041638, -0.1880143857331534, 0.4445771478987797, 1761171402027671140, 
2.2702707583661885, -0.1957844074201337, 0.45969490632945736, 1761171402136279089, 
2.24013411010979, -0.20074426819189317, 0.47527877457184087, 1761171402236935484, 
2.209085944165196, -0.2025864004295583, 0.45097885659293035, 1761171402337624192, 
2.1812838661889145, -0.2053268559713121, 0.4222878169920376, 1761171402428001422, 
2.1476706741151546, -0.20542065353932462, 0.43431089945904194, 1761171402536909085, 
2.1166645494762237, -0.20656715991443272, 0.4481550970423663, 1761171402636587327, 
2.086004776597586, -0.20482012375177053, 0.4249071488785037, 1761171402737641872, 
2.0587330033171485, -0.20282254344695014, 0.39749440318632884, 1761171402827037189, 
2.025657184670163, -0.20221990276393775, 0.4094399824442362, 1761171402936708537, 
1.9956316751485106, -0.2007708605856031, 0.42462063035895814, 1761171403036553194, 
1.9658275254148272, -0.1985567653074014, 0.400924191316394, 1761171403137602005, 
1.9393112553252487, -0.19750465939028583, 0.3740289563721342, 1761171403226712577, 
1.907594079187291, -0.19458399582970268, 0.3873947935336571, 1761171403337539695, 
1.8784308112737935, -0.1935717550197784, 0.40047519248071334, 1761171403436556252, 
1.8490357914872961, -0.19511489353110453, 0.37584815079899875, 1761171403537634160, 
1.8233929912700244, -0.19288677860391554, 0.3518567722236659, 1761171403626719649, 
1.7909986494500805, -0.19250989695309062, 0.3658887363777324, 1761171403738545808, 
1.7605423574083199, -0.2001593555635223, 0.3759255874209031, 1761171403836541158, 
