x, y, theta, stamp, 
5.3290705182007514e-14, -2.1671553440683056e-13, -2.0464769971308034e-10, 1761172136595983796, 
5.3290705182007514e-14, -2.1671553440683056e-13, -2.0555718529743138e-10, 1761172136645870224, 
5.3290705182007514e-14, -2.1671553440683056e-13, -2.0464769971308034e-10, 1761172136695870789, 
5.3290705182007514e-14, -2.1671553440683056e-13, -2.0555718529743138e-10, 1761172136736500652, 
5.3290705182007514e-14, -2.1671553440683056e-13, -2.0464769971308034e-10, 1761172136785925269, 
0.0004112723981961608, 4.4590567995328456e-05, -0.0013655974668994881, 1761172136857102900, 
0.003204409498721361, -8.737392636248842e-05, -0.0011569844336438346, 1761172136897875373, 
0.008439087308943272, 0.00019282895664218813, 0.0006828408102589857, 1761172136945804396, 
0.01620788685977459, 0.00043375155655667186, 0.006552436201047388, 1761172136995804530, 
0.02561129629611969, 0.0003348909376654774, 0.012109932198973163, 1761172137045873669, 
0.037112463265657425, 0.0007040848722681403, 0.019125563545103606, 1761172137096944839, 
0.0481959730386734, 0.0009955395944416523, 0.02571083903307205, 1761172137137818397, 
0.07990604639053345, 0.002105411607772112, 0.04304467888301023, 1761172137235867621, 
0.11445700377225876, 0.0040259151719510555, 0.0641608406973506, 1761172137345806968, 
0.12868499755859375, 0.005010424181818962, 0.07823079512464982, 1761172137392794392, 
0.17452508211135864, 0.009333372116088867, 0.13168644448117356, 1761172137543841639, 
0.20199431478977203, 0.01335061900317669, 0.1726042398871502, 1761172137631964127, 
0.23709550499916077, 0.02000413089990616, 0.22925899362411561, 1761172137749808347, 
0.24984723329544067, 0.023060394451022148, 0.25239819366563826, 1761172137791803471, 
0.29256370663642883, 0.03571721911430359, 0.3379815494852191, 1761172137936335354, 
0.3212812840938568, 0.04610050469636917, 0.3862234278252073, 1761172138036022577, 
0.35227563977241516, 0.05927852913737297, 0.43043891655394, 1761172138145813080, 
0.38105490803718567, 0.07303251326084137, 0.4746668115123693, 1761172138245867530, 
0.40581342577934265, 0.08596286922693253, 0.511168493817765, 1761172138339266203, 
0.4188642203807831, 0.0933149978518486, 0.5302572825904743, 1761172138385919418, 
0.4603891372680664, 0.11893554031848907, 0.5862393906556976, 1761172138545814677, 
0.48567137122154236, 0.13608725368976593, 0.6215159505703705, 1761172138645823548, 
0.5077213644981384, 0.152128666639328, 0.6527982729064808, 1761172138736861532, 
0.5357627272605896, 0.17422595620155334, 0.6941505965655331, 1761172138851315193, 
0.5580760836601257, 0.19320547580718994, 0.7304118320808254, 1761172138946823680, 
0.5693401098251343, 0.20328418910503387, 0.7470709311234465, 1761172138995823103, 
0.6004576683044434, 0.23302383720874786, 0.7908782458948389, 1761172139136783034, 
0.6218695044517517, 0.25525104999542236, 0.8215911773209701, 1761172139236101923, 
0.6448467373847961, 0.2805701494216919, 0.8545026543280306, 1761172139345823892, 
0.6643673181533813, 0.30336254835128784, 0.883446456449459, 1761172139446366641, 
0.6816598773002625, 0.32509472966194153, 0.910935891642993, 1761172139536865736, 
0.7006224393844604, 0.34983596205711365, 0.9381807394829011, 1761172139636268154, 
0.720255970954895, 0.3772302269935608, 0.9674962299608699, 1761172139745828985, 
0.7373722195625305, 0.4026768207550049, 0.9921880536793188, 1761172139847862282, 
0.7524309158325195, 0.42610007524490356, 1.0159791026925578, 1761172139936873827, 
0.7709119319915771, 0.45712143182754517, 1.0435352057157892, 1761172140053411250, 
0.7851028442382812, 0.48204296827316284, 1.0623263902975661, 1761172140145829112, 
0.7997061014175415, 0.5088126063346863, 1.0840754104485957, 1761172140247862419, 
0.8123443722724915, 0.5334855318069458, 1.104718763400923, 1761172140336432311, 
0.8257999420166016, 0.5611509084701538, 1.1248564941271708, 1761172140437130176, 
0.8399305939674377, 0.5917307138442993, 1.1434264389826365, 1761172140545833727, 
0.8522747159004211, 0.6195070147514343, 1.1600662077894763, 1761172140643900927, 
0.8630478382110596, 0.6456108093261719, 1.1746803457519501, 1761172140736881197, 
0.8766928315162659, 0.6794850826263428, 1.1900640837086747, 1761172140854487284, 
0.8867878317832947, 0.7058715224266052, 1.2002883207302852, 1761172140947097930, 
0.8975536227226257, 0.7342716455459595, 1.2146168762075165, 1761172141044903785, 
0.9069712162017822, 0.760387659072876, 1.2266463643021779, 1761172141137880287, 
0.9169397354125977, 0.7891125679016113, 1.2308030973589545, 1761172141237745089, 
0.9282248616218567, 0.8207482099533081, 1.2295559180273092, 1761172141347831555, 
0.9385153651237488, 0.8492316007614136, 1.2149160034107214, 1761172141445912215, 
0.9485361576080322, 0.8747044205665588, 1.1929799070608735, 1761172141536952645, 
0.9622344374656677, 0.9072836637496948, 1.1349106278980514, 1761172141655342796, 
0.9736161231994629, 0.9306942820549011, 1.0745912656378613, 1761172141746373809, 
0.980445146560669, 0.9429686665534973, 1.0394958426566214, 1761172141795970928, 
1.0017844438552856, 0.9761176109313965, 0.9430421231136024, 1761172141936876949, 
1.0193201303482056, 0.9995484948158264, 0.8869047449979663, 1761172142036227339, 
1.039693832397461, 1.0234978199005127, 0.8289924972958952, 1761172142146225461, 
1.0582479238510132, 1.0434069633483887, 0.7838290500492693, 1761172142246283031, 
1.07602059841156, 1.0609092712402344, 0.7425327998242941, 1761172142336881657, 
1.0964853763580322, 1.0793406963348389, 0.6986329239315874, 1761172142435553194, 
1.1182901859283447, 1.097372055053711, 0.651365181748381, 1761172142546962111, 
1.1399579048156738, 1.1134439706802368, 0.6073867422213746, 1761172142647006310, 
1.151357889175415, 1.121521234512329, 0.5868256408859673, 1761172142697005231, 
1.1843959093093872, 1.142673373222351, 0.5264339684557147, 1761172142836922022, 
1.20876944065094, 1.1567444801330566, 0.4806556861899235, 1761172142947854064, 
1.2302809953689575, 1.1677091121673584, 0.4470535824938217, 1761172143046857858, 
1.2504100799560547, 1.1773595809936523, 0.4121755896553742, 1761172143136904331, 
1.2779171466827393, 1.1889466047286987, 0.36611647347820714, 1761172143256922136, 
1.2978720664978027, 1.196437120437622, 0.33390623270391073, 1761172143346859018, 
1.31874680519104, 1.20377516746521, 0.29627477542676817, 1761172143446858795, 
1.3388819694519043, 1.2096153497695923, 0.26076104992225896, 1761172143536956288, 
1.3627829551696777, 1.2158852815628052, 0.2241274023287448, 1761172143637114480, 
1.3871904611587524, 1.2212049961090088, 0.18544617545822567, 1761172143746861079, 
1.397533893585205, 1.2233179807662964, 0.16883278351968134, 1761172143796853908, 
1.418646216392517, 1.2266969680786133, 0.13904741267202525, 1761172143896873459, 
1.4526233673095703, 1.2309794425964355, 0.08538553297244952, 1761172144057073879, 
1.4608911275863647, 1.2317966222763062, 0.07191546711525632, 1761172144098102221, 
1.491369605064392, 1.2335820198059082, 0.025166416059490108, 1761172144246868848, 
1.5012238025665283, 1.2339133024215698, 0.010249867483085063, 1761172144296879113, 
1.5325298309326172, 1.233616590499878, -0.037273323151126816, 1761172144456318410, 
1.540307879447937, 1.2333850860595703, -0.04980498229408534, 1761172144497923121, 
1.5668412446975708, 1.231585144996643, -0.09389672236013298, 1761172144641883899, 
1.5862549543380737, 1.2296648025512695, -0.12662858385375036, 1761172144736999579, 
1.607372760772705, 1.2267411947250366, -0.15529188429258584, 1761172144856954060, 
1.6227636337280273, 1.2242709398269653, -0.17868651011967654, 1761172144946876653, 
1.6404556035995483, 1.2209800481796265, -0.2065503106971242, 1761172145046866960, 
1.6491193771362305, 1.2193126678466797, -0.2200861393109904, 1761172145096922902, 
1.6675430536270142, 1.2151843309402466, -0.2471437470485077, 1761172145206662421, 
1.6902304887771606, 1.2095383405685425, -0.28183036335502765, 1761172145346850410, 
1.706705927848816, 1.2048848867416382, -0.30772417815420655, 1761172145446927466, 
1.7199721336364746, 1.2006996870040894, -0.3288645779267064, 1761172145537010852, 
1.7348544597625732, 1.1956548690795898, -0.3527244577466532, 1761172145636740254, 
1.7501144409179688, 1.1901075839996338, -0.377921599087871, 1761172145746877854, 
1.7630901336669922, 1.185018539428711, -0.4006685780906112, 1761172145846887069, 
1.775126576423645, 1.1798793077468872, -0.4205394070271611, 1761172145937088515, 
1.7892917394638062, 1.1735788583755493, -0.4430935731431499, 1761172146037094210, 
1.8033396005630493, 1.1668936014175415, -0.46411379122223145, 1761172146146883398, 
1.8153194189071655, 1.1608099937438965, -0.48359188767377737, 1761172146246890549, 
1.8262516260147095, 1.1550647020339966, -0.5016853147101893, 1761172146337029514, 
1.83808434009552, 1.148549199104309, -0.5198720395759706, 1761172146437110359, 
1.8506423234939575, 1.1413580179214478, -0.5413286190993143, 1761172146546886479, 
1.8614569902420044, 1.1349681615829468, -0.5608442910265797, 1761172146646952967, 
1.8711265325546265, 1.1288666725158691, -0.5788812818101243, 1761172146737044049, 
1.881601333618164, 1.1221113204956055, -0.5967927301887819, 1761172146836574763, 
1.8927708864212036, 1.114560842514038, -0.6139212728758743, 1761172146946894490, 
