e, e_dot, e_int, stamp, 
2.678246406947853, -1.5403099803914023e-07, 0.2436051977789036, 1761172053743069266, 
2.678246396593342, -1.3817294935474389e-07, 0.26771102680395614, 1761172053792058148, 
2.6782463862388313, -1.4068705801468932e-07, 0.2628244661232431, 1761172053841202308, 
2.6782463758843207, -1.264473661674772e-07, 0.2960594297976444, 1761172053902600416, 
2.678246365529811, -1.2647834968429566e-07, 0.296001377662836, 1761172053951722901, 
2.678246365529811, -7.026320495329479e-08, 0.2665597788072062, 1761172054002128145, 
2.6781962347855, -0.00018574701196414855, 0.3759368028722034, 1761172054092090551, 
2.671335746366657, -0.02306360857681217, 0.5082134639877619, 1761172054192048734, 
2.655322292146431, -0.07097000667329702, 0.5628737544291073, 1761172054303040208, 
2.6329187060346313, -0.1241300177317501, 0.5550580994397561, 1761172054401252609, 
2.606191977364903, -0.1741070964004984, 0.49749525341954665, 1761172054492095681, 
2.5759730647310204, -0.19876564232083602, 0.49723765236640743, 1761172054592128741, 
2.543174457419133, -0.20061618477960716, 0.5393562681724196, 1761172054701545221, 
2.5129215306107713, -0.20110943222698618, 0.5318890124104727, 1761172054801202719, 
2.4856466862806914, -0.2021503879042393, 0.4769109117933025, 1761172054891253727, 
2.4553057633165287, -0.20126015210569936, 0.47427879321879296, 1761172054992088208, 
2.4218001755978023, -0.2025285654057821, 0.5155999305245456, 1761172055101338171, 
2.392208274488852, -0.20010093087183703, 0.5089356768603429, 1761172055202122743, 
2.3664107192345707, -0.19344188648440164, 0.45658456166256634, 1761172055292100528, 
2.3377032894079646, -0.19125089248735003, 0.44940747874411063, 1761172055392111639, 
2.3079804300063422, -0.1857829320033136, 0.4907788154390238, 1761172055502071523, 
2.281779511935588, -0.1781140887416576, 0.48305732448632666, 1761172055601303940, 
2.2598058771742817, -0.16862719710179888, 0.4340124318149296, 1761172055692162009, 
2.2417443806098443, -0.14121428710611816, 0.43008073275208153, 1761172055791511735, 
2.2281710100962666, -0.1016699152097597, 0.4699856102093923, 1761172055901673930, 
2.2137707512957476, -0.08907187251700892, 0.46821871951857397, 1761172056001673632, 
2.197183260538522, -0.1076332461091809, 0.4264990423379064, 1761172056094394676, 
2.179771154821235, -0.11924079551989096, 0.4176107747970349, 1761172056191763841, 
2.1643513543474135, -0.11119205551127154, 0.4295722182085541, 1761172056291406817, 
2.14900420266611, -0.09789715122593179, 0.45473760595235024, 1761172056401864903, 
2.1375097445067976, -0.08905591875415086, 0.4302720791260289, 1761172056491506521, 
2.12602113204052, -0.08099510526731753, 0.40559886940571205, 1761172056591617722, 
2.1148988200332317, -0.07192721304722355, 0.4469320869294656, 1761172056701714413, 
2.1057225481543247, -0.06441825234046948, 0.4433939723769715, 1761172056801206007, 
2.0981166902941037, -0.058889053511465055, 0.3992820520635773, 1761172056891284885, 
2.0898941964514934, -0.05532882929416974, 0.40050242363635663, 1761172056992111339, 
2.081160558606212, -0.05654033204787578, 0.41793099592295985, 1761172057091278297, 
2.0708799350032105, -0.06054664365414262, 0.4349338936878389, 1761172057201149361, 
2.0616004385897146, -0.06556375672049564, 0.413947000929176, 1761172057291135517, 
2.0494170706154513, -0.07460083412811812, 0.39345963463676176, 1761172057392090559, 
2.034831323810203, -0.088692464167065, 0.41232959530192814, 1761172057492407761, 
2.014922944717324, -0.10948940780761067, 0.42503783244792814, 1761172057601153959, 
1.996042539504272, -0.13085107104864288, 0.40078700877741397, 1761172057691283288, 
1.9732819298997557, -0.14509805711545862, 0.38084434742422624, 1761172057792077389, 
1.9495778727716384, -0.15859931926830176, 0.38594400413494667, 1761172057886899290, 
1.9179956386786052, -0.17539306659376144, 0.40724361105848045, 1761172058001247235, 
1.8924471209020632, -0.18679056447405248, 0.3921639256883496, 1761172058091150603, 
1.863865305435991, -0.18911685029927527, 0.3609568763914078, 1761172058192084711, 
1.8315491267428732, -0.19312740410877013, 0.3912122985891142, 1761172058301183884, 
1.8013335870949991, -0.19848245497650793, 0.3849080559030235, 1761172058402158770, 
1.7742713695573944, -0.2011061008983516, 0.34240240528598914, 1761172058491155762, 
1.7435223365823875, -0.20386112428642247, 0.3350922447030753, 1761172058591151565, 
1.7102165922656274, -0.20269843937759813, 0.3673483637791628, 1761172058701952036, 
1.680903822646683, -0.19769185541312062, 0.3611720154352305, 1761172058802172292, 
1.6541501942730616, -0.19770678538201922, 0.31820538549700844, 1761172058891162136, 
1.6248906471441757, -0.19683944475935852, 0.3140076355273044, 1761172058992098384, 
1.5964393597570656, -0.19383189682367438, 0.3225959959807042, 1761172059089663196, 
1.5652828125925502, -0.19186180714868564, 0.33072637453510145, 1761172059199380477, 
1.540023522783206, -0.18639400778839846, 0.31579882897077977, 1761172059291162075, 
1.5131550596894312, -0.18027347580344175, 0.2970276080341452, 1761172059392319802, 
1.4836366921935427, -0.17855661999079694, 0.3182736488193614, 1761172059501622693, 
1.4582206961276496, -0.1768687598428019, 0.3071758748530627, 1761172059599171665, 
1.434488428106621, -0.17190673160674194, 0.27797551256737907, 1761172059692175856, 
1.4089257707242464, -0.16950818034525397, 0.27803278031346823, 1761172059793074300, 
1.3844780971636892, -0.1676930634065608, 0.28016174242504216, 1761172059890971182, 
1.3572087449796266, -0.16612935694983702, 0.28717041330514687, 1761172060000636730, 
1.3348551511277127, -0.16428487817104287, 0.2734073311070411, 1761172060092176516, 
1.3098819016898666, -0.16226733509480487, 0.259428806974033, 1761172060195113732, 
1.2836178328179138, -0.16162430880279122, 0.2767488370195884, 1761172060303523641, 
1.2594906325529673, -0.16396169756870452, 0.26337256801924186, 1761172060400179831, 
1.2341853690490332, -0.17589838610045705, 0.23627894090352985, 1761172060491180957, 
1.2049472096562006, -0.18924475552471898, 0.23663969332693874, 1761172060592121275, 
