acc_x, acc_y, angular_z, stamp, 
-0.01844698190689087, 0.0012729167938232422, -1.3045048166447672e-05, 1759353928593910207, 
0.24741238355636597, 0.03209811449050903, 0.003586912469290525, 1759353928624137090, 
2.392350912094116, -0.2644023895263672, 0.03364346561280233, 1759353928651738977, 
1.13871431350708, 0.10778433084487915, -0.007991873689460683, 1759353928681730433, 
1.099286437034607, 0.04201322793960571, -0.02224042860040947, 1759353928740778936, 
0.9383999705314636, -0.23842209577560425, 0.010165943724487444, 1759353928772057270, 
0.1677457094192505, -0.793437659740448, 0.01193742124345314, 1759353928802573789, 
0.6415131092071533, 0.3518564701080322, -0.03745036438741724, 1759353928834041595, 
0.9104529023170471, -0.048008739948272705, 0.005593541507607927, 1759353928862791096, 
1.1683350801467896, 0.020085632801055908, 0.036957552664391546, 1759353928892109184, 
1.157740592956543, 0.02837193012237549, 0.018680024399517783, 1759353928922046529, 
0.9231933355331421, 0.07641243934631348, 0.025644644569289547, 1759353928952133561, 
0.5411763191223145, -0.1428663730621338, -0.004268104632307924, 1759353928982484215, 
0.38121306896209717, -0.21655035018920898, -0.017054671661528367, 1759353929012264029, 
0.9480575323104858, -0.05407291650772095, -0.03060913192002675, 1759353929042482913, 
0.3899596333503723, -0.07577246427536011, -0.03566045213984805, 1759353929074057606, 
0.11532443761825562, 0.2549377679824829, -0.06797940722486771, 1759353929105682592, 
0.06437093019485474, 0.16580843925476074, -0.09163779128898153, 1759353929132463505, 
0.015868723392486572, 0.12059915065765381, -0.027848779211450302, 1759353929162432200, 
-0.26307427883148193, -0.29314368963241577, -0.025699927825215546, 1759353929192538272, 
0.33600300550460815, -0.5492846369743347, -0.029820920050338106, 1759353929222519711, 
-0.10067594051361084, -0.36978650093078613, -0.028270583937891506, 1759353929252578601, 
0.34192514419555664, 0.5324125289916992, -0.035921821362523594, 1759353929282659644, 
0.1890023946762085, 0.25482046604156494, -0.028266891682638868, 1759353929314169262, 
-0.5991422533988953, 0.3637564778327942, -0.04110041071885054, 1759353929344758623, 
-0.6997204422950745, -0.5451096296310425, -0.08349138180564258, 1759353929372822977, 
-0.11738938093185425, -0.6806536912918091, -0.07436437487476866, 1759353929401767637, 
0.0816429853439331, 0.22721534967422485, -0.06682314795553275, 1759353929432971456, 
0.3284522294998169, 0.4263495206832886, -0.0678373510011341, 1759353929462861399, 
-0.08262389898300171, 0.34720098972320557, -0.03126350708469082, 1759353929493006526, 
-0.23153841495513916, -0.01268625259399414, -0.009583109597311741, 1759353929522070977, 
-0.11163085699081421, 0.3672909736633301, -0.014371569605184644, 1759353929552775174, 
0.3094058632850647, 0.34015750885009766, -0.025983051764058192, 1759353929585744216, 
0.10645312070846558, 0.04498481750488281, -0.060553726077338416, 1759353929613124230, 
0.10899931192398071, -0.5839982032775879, -0.06726903768021004, 1759353929643116849, 
-0.5857082009315491, 0.23176264762878418, -0.047050397495839925, 1759353929673166584, 
-0.3783544898033142, 0.09219253063201904, -0.05345888328794657, 1759353929703295074, 
-0.013711512088775635, 0.36570143699645996, -0.0345960711439962, 1759353929733263128, 
-0.14292573928833008, 0.18548119068145752, -0.02349981179679872, 1759353929763283437, 
0.46522605419158936, 0.09519851207733154, -0.026039818845014186, 1759353929794122305, 
-0.5220743417739868, 0.02216237783432007, -0.00915588982266857, 1759353929826490051, 
-0.2143356204032898, -0.008487284183502197, -0.020405179929272016, 1759353929854165754, 
-0.3227444291114807, -0.021200895309448242, -0.05598305229572493, 1759353929883720510, 
-0.14807945489883423, 0.15828001499176025, -0.03628576903866525, 1759353929913529259, 
0.0001450181007385254, 0.2741715908050537, -0.0394287540383197, 1759353929943508250, 
0.02253514528274536, 0.21663600206375122, -0.06195477279775237, 1759353929974263455, 
-0.5439713001251221, 0.3162040710449219, -0.04972343565224704, 1759353930004243124, 
0.02313065528869629, -0.1311911940574646, -0.03662923041911339, 1759353930034400786, 
0.2091323733329773, 0.2915492653846741, -0.010174221855829049, 1759353930064765537, 
0.09899824857711792, -0.10932028293609619, 0.001366870382505951, 1759353930096518075, 
-0.62163907289505, -0.1167791485786438, -0.04813639061692844, 1759353930124306404, 
0.1233862042427063, -0.374197781085968, -0.0657408164629395, 1759353930154370608, 
-0.542036771774292, 0.046053409576416016, -0.03987631636848056, 1759353930184332374, 
-0.25262653827667236, -0.0509147047996521, -0.040272428455527816, 1759353930214377270, 
0.3052119016647339, -0.3502284288406372, -0.06946898486692109, 1759353930244384216, 
0.01395106315612793, -0.5798625946044922, -0.06467673299454808, 1759353930274587015, 
0.575419008731842, -0.21717393398284912, -0.03975737226820006, 1759353930305874462, 
0.08440196514129639, 0.4320427179336548, -0.0018954589354306219, 1759353930336953919, 
-0.4095913767814636, 0.3362305164337158, -0.0007155373503060044, 1759353930364444522, 
-0.00972658395767212, -0.5698061585426331, -0.01792983812079757, 1759353930394446190, 
-0.09677422046661377, -0.12857145071029663, -0.05103385420360193, 1759353930424473584, 
0.4464995265007019, -0.5762971043586731, -0.061811805273482366, 1759353930454538930, 
-0.44856977462768555, -0.02492302656173706, -0.0632421757285508, 1759353930484919852, 
-0.5916233658790588, -0.25306856632232666, -0.0681051985445098, 1759353930513789113, 
-0.17382431030273438, -0.7645363807678223, -0.060289488810242126, 1759353930545884792, 
-0.25915127992630005, 0.2844364047050476, -0.04343411373313068, 1759353930577394076, 
0.5237941741943359, -0.00604170560836792, -0.038558346058050086, 1759353930604703924, 
0.25763291120529175, 0.2158581018447876, -0.021150016566179347, 1759353930634669053, 
0.21407568454742432, 0.12225282192230225, 0.00017213444380930376, 1759353930664679017, 
0.10772669315338135, -0.5336523652076721, -0.007119396605728254, 1759353930694727097, 
-0.05011725425720215, -0.28853917121887207, -0.040757615919670455, 1759353930724696730, 
-0.20490962266921997, -0.13379353284835815, -0.05652522262002234, 1759353930754735787, 
-0.02341485023498535, 0.11914002895355225, -0.0479807791333414, 1759353930786419607, 
0.6064274311065674, 0.3480198383331299, -0.04083672829437446, 1759353930817875027, 
-0.09101754426956177, -0.010101616382598877, -0.0240321099886856, 1759353930844898786, 
0.06928098201751709, -0.15346747636795044, -0.027620694130459294, 1759353930874942128, 
0.16749316453933716, -0.33737891912460327, -0.0208925979173381, 1759353930904956075, 
0.0945742130279541, -0.060189902782440186, -0.005466110356664273, 1759353930935022443, 
0.2651493549346924, 0.2046114206314087, -0.04227581658313481, 1759353930964339278, 
-0.036105990409851074, 0.10350662469863892, -0.07913350553594638, 1759353930994119349, 
-0.3795825242996216, 0.2484499216079712, -0.06106196760316436, 1759353931024780784, 
-0.04765361547470093, -0.37691932916641235, -0.04068381841808344, 1759353931058000192, 
-0.24410158395767212, 0.3474324941635132, -0.041127162109876755, 1759353931085254755, 
-0.11082535982131958, -0.07384872436523438, -0.04232444297596232, 1759353931115272323, 
0.05548512935638428, 0.008231043815612793, -0.026765588593454924, 1759353931145284392, 
0.2564225196838379, 0.12422937154769897, -0.024927003298912394, 1759353931175305563, 
