acc_x, acc_y, angular_z, stamp, 
-0.0005487203598022461, -0.015634119510650635, -7.848547690334948e-06, 1759353263206129214, 
-0.06888478994369507, -0.024202942848205566, -1.988464250142045e-05, 1759353263236103412, 
0.11279916763305664, 0.006048083305358887, -0.0004778661232138502, 1759353263266163218, 
2.1776583194732666, 0.02572047710418701, -0.02934608500757285, 1759353263296209340, 
0.6101381182670593, -0.013342201709747314, -0.01707603889398514, 1759353263327540742, 
1.4556622505187988, 0.0841064453125, -0.007849507598419422, 1759353263359819938, 
1.081587314605713, -0.10003417730331421, -0.005749451134399144, 1759353263386399344, 
0.8274980187416077, 0.02948063611984253, -0.010139961948173622, 1759353263416393626, 
0.7045758962631226, -0.07708823680877686, -0.012686880709632854, 1759353263446390857, 
0.4050907492637634, 0.14499229192733765, -0.014696788672946706, 1759353263476466109, 
1.0854716300964355, 0.14425307512283325, 0.013318741105447432, 1759353263506506544, 
0.3426392674446106, -0.34439563751220703, -0.009710870254520079, 1759353263536544451, 
0.9977738857269287, 0.10161769390106201, 0.00010833475356141894, 1759353263626738336, 
0.995673656463623, 0.13972949981689453, -0.009614345165305021, 1759353263656715749, 
0.38789796829223633, 0.05941802263259888, -0.01230569271081211, 1759353263685717700, 
0.9269445538520813, 0.4729681611061096, 0.010933109779128841, 1759353263716850271, 
0.1521282196044922, 0.0948832631111145, -0.018291771429535527, 1759353263746813478, 
-0.2159138321876526, 0.3293405771255493, -0.05559588323483963, 1759353263776940713, 
-0.38239115476608276, -0.2338242530822754, -0.0456803745925524, 1759353263808006445, 
-0.3962256908416748, -0.22358763217926025, -0.04127620430799997, 1759353263840211582, 
0.017006754875183105, -0.29890406131744385, -0.07428624219397569, 1759353263867066644, 
-0.34385186433792114, 0.27649766206741333, -0.048239825192890905, 1759353263897045882, 
0.04855400323867798, 0.4829416275024414, -0.025454946740660074, 1759353263927157789, 
-0.20962941646575928, -0.7825487852096558, -0.03018306209696287, 1759353263957280530, 
-0.4378505349159241, 0.35413897037506104, 0.00016275465815248765, 1759353263987172801, 
0.07552993297576904, 0.36728453636169434, 0.0010625282836310452, 1759353264017260913, 
-0.20472931861877441, 0.6458413600921631, -0.007092040066452827, 1759353264047894994, 
-0.3983943462371826, 0.2013258934020996, -0.014737619821729955, 1759353264079519904, 
0.303636372089386, -0.5198259949684143, -0.05456795611848532, 1759353264107395111, 
-0.21743106842041016, -0.36401695013046265, -0.055282511929977844, 1759353264137401393, 
-0.07978308200836182, -0.04036229848861694, -0.041369456241717555, 1759353264167452812, 
-0.47800207138061523, 0.2928087115287781, -0.04748301940183886, 1759353264197508687, 
0.1496480107307434, 0.42134177684783936, -0.030644894681780003, 1759353264227521682, 
-0.6067246198654175, -0.2880699038505554, -0.00609514173828414, 1759353264257594558, 
0.6497486233711243, -0.343575656414032, -0.015287212487505438, 1759353264287928834, 
0.0033091306686401367, -0.12716668844223022, -0.018256478195994044, 1759353264320111133, 
0.31242501735687256, -0.013144493103027344, -0.014130410377649599, 1759353264350274921, 
0.15656322240829468, 0.42838209867477417, -0.031537041868712846, 1759353264377871268, 
-0.23677968978881836, 0.039756834506988525, -0.043221348449177646, 1759353264405830385, 
-0.5862705707550049, -0.0005851984024047852, -0.04975203730841486, 1759353264436879710, 
-0.21718233823776245, -0.6180252432823181, -0.05086379624995519, 1759353264467919216, 
-0.2474408745765686, 0.03231310844421387, -0.00930757602382713, 1759353264497985105, 
0.5688490271568298, 0.02408301830291748, -0.012047058602734213, 1759353264527991460, 
0.2795998454093933, 0.6766538619995117, -0.004028283461368618, 1759353264559551906, 
0.3747463822364807, -0.0905420184135437, 0.00418808697646337, 1759353264590971302, 
-0.020143508911132812, -0.3241428732872009, -0.03723756293567701, 1759353264618105244, 
-0.48338085412979126, -0.34179604053497314, -0.05606885437740288, 1759353264648149210, 
-0.1540035605430603, 0.1722983717918396, -0.05886684073191152, 1759353264678128486, 
0.179632306098938, 0.011923074722290039, -0.06864576430869761, 1759353264708227850, 
0.16256505250930786, 0.42558586597442627, -0.060157390651427126, 1759353264738276660, 
0.03273040056228638, -0.3159121870994568, -0.0453587938077301, 1759353264768525332, 
0.00324404239654541, 0.007021903991699219, -0.0425548196236531, 1759353264799592083, 
-0.3539001941680908, 0.18453627824783325, -0.05479078380323339, 1759353264831880814, 
0.46748030185699463, -0.3246592879295349, -0.02540574796619145, 1759353264858732355, 
0.24924272298812866, 0.25627070665359497, 0.0018973962428783144, 1759353264888548605, 
0.17491376399993896, -0.27380937337875366, -0.03168554275152117, 1759353264918538056, 
0.3736216425895691, -0.10487872362136841, -0.06097780118571784, 1759353264948524515, 
0.05523419380187988, -0.26509684324264526, -0.06108349607229573, 1759353264978605311, 
-0.1709854006767273, -0.1676034927368164, -0.04818056157419382, 1759353265008685051, 
0.31542760133743286, 0.06966102123260498, -0.00541193313574835, 1759353265039728789, 
-0.29585981369018555, 0.06912463903427124, 0.001480976330695398, 1759353265071804587, 
-0.039749085903167725, -0.030900239944458008, -0.019996089682611948, 1759353265098844122, 
0.4479758143424988, -0.2306816577911377, -0.014634775441790608, 1759353265128799986, 
0.16048485040664673, -0.1723962426185608, -0.02632323082793556, 1759353265157823666, 
0.022186100482940674, -0.26978594064712524, -0.04241379384014155, 1759353265188874814, 
0.20093142986297607, 0.0103263258934021, -0.04837282706738362, 1759353265218914866, 
